datetime,pnl,in_sample,cumpnl
2021-01-13 16:00:00,-279.5400000000009,True,-279.5400000000009
2021-01-17 04:00:00,-195.54999999999563,True,-475.0899999999965
2021-01-21 12:00:00,-2434.770000000004,True,-2909.8600000000006
2021-01-22 16:00:00,-207.8100000000013,True,-3117.670000000002
2021-01-30 20:00:00,-34.23999999999796,True,-3151.91
2021-01-31 16:00:00,-725.0900000000038,True,-3877.0000000000036
2021-02-23 16:00:00,-2246.0399999999936,True,-6123.039999999997
2021-02-26 00:00:00,-1544.479999999996,True,-7667.519999999993
2021-03-05 16:00:00,-47.48999999999796,True,-7715.009999999991
2021-03-06 00:00:00,-525.739999999998,True,-8240.749999999989
2021-03-07 16:00:00,-126.68999999999505,True,-8367.439999999984
2021-03-08 00:00:00,-49.55999999999767,True,-8416.999999999982
2021-03-22 04:00:00,-199.11999999999534,True,-8616.119999999977
2021-03-23 16:00:00,-48.05000000000291,True,-8664.16999999998
2021-03-28 16:00:00,-54.650000000001455,True,-8718.819999999982
2021-03-31 04:00:00,-98.26000000000204,True,-8817.079999999984
2021-04-08 16:00:00,-1305.0699999999997,True,-10122.149999999983
2021-04-09 12:00:00,-480.01000000000204,True,-10602.159999999985
2021-04-10 20:00:00,-59.29000000000087,True,-10661.449999999986
2021-04-18 08:00:00,-1367.489999999998,True,-12028.939999999984
2021-04-28 16:00:00,-500.5,True,-12529.439999999984
2021-04-30 20:00:00,-78.93000000000029,True,-12608.369999999984
2021-05-11 00:00:00,-55.830000000001746,True,-12664.199999999986
2021-05-12 08:00:00,-636.3600000000006,True,-13300.559999999987
2021-05-14 16:00:00,5231.07,True,-8069.489999999987
2021-05-31 20:00:00,-85.28000000000611,True,-8154.769999999993
2021-06-01 08:00:00,-108.20999999999913,True,-8262.979999999992
2021-06-01 20:00:00,-35.90999999999622,True,-8298.889999999989
2021-06-02 12:00:00,-37.220000000001164,True,-8336.10999999999
2021-06-04 00:00:00,-635.3499999999985,True,-8971.459999999988
2021-06-09 00:00:00,4573.139999999999,True,-4398.319999999989
2021-06-09 20:00:00,-117.04000000000087,True,-4515.35999999999
2021-06-12 04:00:00,-2407.6699999999983,True,-6923.029999999988
2021-06-14 08:00:00,-38.9800000000032,True,-6962.009999999991
2021-06-19 20:00:00,-36.099999999998545,True,-6998.10999999999
2021-06-29 20:00:00,-36.229999999995925,True,-7034.339999999986
2021-06-30 08:00:00,-113.68000000000029,True,-7148.019999999986
2021-06-30 16:00:00,-653.1999999999971,True,-7801.219999999983
2021-07-01 12:00:00,-33.34000000000378,True,-7834.559999999987
2021-07-02 08:00:00,-443.5500000000029,True,-8278.10999999999
2021-07-03 08:00:00,-975.5200000000041,True,-9253.629999999994
2021-07-05 08:00:00,-34.35000000000582,True,-9287.98
2021-07-05 16:00:00,-33.330000000001746,True,-9321.310000000001
2021-07-09 20:00:00,-33.849999999998545,True,-9355.16
2021-07-12 12:00:00,-33.5,True,-9388.66
2021-07-21 08:00:00,2542.470000000001,True,-6846.189999999999
2021-07-27 00:00:00,3844.429999999993,True,-3001.7600000000057
2021-08-05 16:00:00,-717.7900000000009,True,-3719.5500000000065
2021-08-19 16:00:00,-1554.989999999998,True,-5274.5400000000045
2021-08-20 00:00:00,-46.720000000001164,True,-5321.260000000006
2021-08-26 12:00:00,-46.919999999998254,True,-5368.180000000004
2021-08-27 00:00:00,-46.81999999999971,True,-5415.000000000004
2021-08-30 20:00:00,-626.6300000000047,True,-6041.630000000008
2021-09-02 20:00:00,-201.11000000000058,True,-6242.740000000009
2021-09-03 04:00:00,-210.73999999999796,True,-6453.480000000007
2021-09-03 12:00:00,-850.0699999999997,True,-7303.550000000007
2021-09-07 20:00:00,-69.12999999999738,True,-7372.680000000004
2021-09-17 20:00:00,-47.5199999999968,True,-7420.200000000001
2021-09-22 08:00:00,3030.5899999999965,True,-4389.610000000004
2021-10-01 04:00:00,-187.3000000000029,True,-4576.910000000007
2021-10-13 08:00:00,9040.5,True,4463.589999999993
2021-10-27 04:00:00,-393.0699999999997,True,4070.519999999993
2021-10-28 16:00:00,-60.99000000000524,True,4009.529999999988
2021-11-01 20:00:00,-115.08000000000175,True,3894.449999999986
2021-11-02 08:00:00,-459.0900000000038,True,3435.3599999999824
2021-11-04 12:00:00,-61.900000000001455,True,3373.459999999981
2021-11-06 04:00:00,-61.01000000000204,True,3312.449999999979
2021-11-12 20:00:00,-677.8799999999974,True,2634.5699999999815
2021-11-16 08:00:00,-60.93999999999505,True,2573.6299999999865
2021-11-17 00:00:00,-60.23999999999796,True,2513.3899999999885
2021-11-29 04:00:00,-57.30999999999767,True,2456.079999999991
2021-11-29 16:00:00,-213.2699999999968,True,2242.809999999994
2021-12-03 00:00:00,-136.44000000000233,True,2106.3699999999917
2021-12-03 08:00:00,-415.32999999999447,True,1691.0399999999972
2021-12-14 16:00:00,-766.8199999999997,True,924.2199999999975
2021-12-16 12:00:00,-48.7100000000064,True,875.5099999999911
2021-12-21 04:00:00,-48.580000000001746,True,826.9299999999894
2021-12-28 08:00:00,1270.3900000000067,True,2097.319999999996
2021-12-30 04:00:00,-59.330000000001746,True,2037.9899999999943
2021-12-30 20:00:00,-46.93999999999505,True,1991.0499999999993
2021-12-31 08:00:00,-47.19000000000233,True,1943.859999999997
2022-01-16 08:00:00,-42.970000000001164,True,1900.8899999999958
2022-01-16 16:00:00,-42.95999999999913,True,1857.9299999999967
2022-01-17 00:00:00,-243.65000000000146,True,1614.2799999999952
2022-01-17 08:00:00,-42.640000000006694,True,1571.6399999999885
2022-01-18 20:00:00,-41.83999999999651,True,1529.799999999992
2022-01-19 08:00:00,-41.669999999998254,True,1488.1299999999937
2022-01-19 16:00:00,-51.84000000000378,True,1436.28999999999
2022-01-20 00:00:00,-41.86000000000058,True,1394.4299999999894
2022-01-20 12:00:00,-42.04000000000087,True,1352.3899999999885
2022-01-24 00:00:00,4432.059999999998,True,5784.449999999986
2022-02-01 00:00:00,-38.400000000001455,True,5746.049999999985
2022-02-08 20:00:00,2283.060000000005,True,8029.10999999999
2022-02-23 00:00:00,3695.7000000000044,True,11724.809999999994
2022-03-03 16:00:00,2356.5899999999965,True,14081.39999999999
2022-03-08 12:00:00,1784.2099999999991,True,15865.60999999999
2022-03-08 20:00:00,-91.59999999999854,True,15774.009999999991
2022-03-10 00:00:00,-41.099999999998545,True,15732.909999999993
2022-03-10 20:00:00,-249.90000000000146,True,15483.009999999991
2022-03-15 04:00:00,-905.1999999999971,True,14577.809999999994
2022-03-16 00:00:00,-459.79999999999563,True,14118.009999999998
2022-03-16 16:00:00,-39.45999999999913,True,14078.55
2022-03-19 12:00:00,-113.5,True,13965.05
2022-03-20 04:00:00,-266.0,True,13699.05
2022-04-13 16:00:00,3025.0,True,16724.05
2022-04-21 16:00:00,-288.8000000000029,True,16435.249999999996
2022-04-22 20:00:00,-68.0,True,16367.249999999996
2022-04-23 12:00:00,-39.56999999999971,True,16327.679999999997
2022-04-26 08:00:00,-40.5199999999968,True,16287.16
2022-04-27 04:00:00,-38.44999999999709,True,16248.710000000003
2022-04-28 12:00:00,-39.36000000000058,True,16209.350000000002
2022-05-04 16:00:00,-38.470000000001164,True,16170.880000000001
2022-05-05 00:00:00,-171.09999999999854,True,15999.780000000002
2022-05-10 08:00:00,5283.700000000001,True,21283.480000000003
2022-05-20 04:00:00,-147.40000000000146,True,21136.08
2022-05-22 00:00:00,-29.450000000000728,True,21106.63
2022-05-23 08:00:00,-281.5,True,20825.13
2022-05-23 16:00:00,-30.389999999999418,True,20794.74
2022-05-24 00:00:00,-35.0,True,20759.74
2022-05-24 16:00:00,-29.18000000000029,True,20730.56
2022-05-25 04:00:00,-545.9000000000015,True,20184.66
2022-05-25 12:00:00,-29.599999999998545,True,20155.06
2022-05-26 12:00:00,-722.0,True,19433.06
2022-05-28 20:00:00,-28.970000000001164,True,19404.09
2022-05-29 04:00:00,-48.89999999999782,True,19355.190000000002
2022-05-30 12:00:00,-30.349999999998545,True,19324.840000000004
2022-06-02 04:00:00,-29.799999999999272,True,19295.040000000005
2022-06-03 08:00:00,-30.270000000000437,True,19264.770000000004
2022-06-04 08:00:00,-147.10000000000218,True,19117.670000000002
2022-06-04 16:00:00,-29.67000000000189,True,19088.0
2022-06-05 12:00:00,-29.7599999999984,True,19058.24
2022-06-09 08:00:00,-194.40000000000146,True,18863.84
2022-06-25 12:00:00,-166.29999999999927,True,18697.54
2022-06-25 20:00:00,-236.40000000000146,True,18461.14
2022-06-26 16:00:00,-385.2000000000007,True,18075.94
2022-07-01 00:00:00,-20.109999999996944,True,18055.83
2022-07-10 16:00:00,969.2000000000007,True,19025.030000000002
2022-07-14 16:00:00,-651.3000000000029,True,18373.73
2022-07-18 00:00:00,-21.0199999999968,True,18352.710000000003
2022-07-18 12:00:00,-113.39999999999782,True,18239.310000000005
2022-07-19 00:00:00,-808.5999999999985,True,17430.710000000006
2022-07-26 20:00:00,-170.20000000000073,True,17260.510000000006
2022-07-27 04:00:00,-175.79999999999927,True,17084.710000000006
2022-08-01 00:00:00,1773.699999999997,True,18858.410000000003
2022-08-01 16:00:00,-98.89999999999782,True,18759.510000000006
2022-08-07 08:00:00,-22.88000000000102,True,18736.630000000005
2022-08-07 16:00:00,-22.93000000000029,True,18713.700000000004
2022-08-08 16:00:00,-173.10000000000218,True,18540.600000000002
2022-08-09 00:00:00,-114.40000000000146,True,18426.2
2022-08-10 12:00:00,-23.86999999999898,True,18402.33
2022-08-10 20:00:00,-357.2999999999993,True,18045.030000000002
2022-08-11 20:00:00,-23.94000000000233,True,18021.09
2022-08-18 12:00:00,-118.70000000000073,True,17902.39
2022-09-13 16:00:00,-20.61999999999898,True,17881.77
2022-09-19 20:00:00,1319.2000000000007,True,19200.97
2022-09-27 12:00:00,-20.090000000000146,True,19180.88
2022-09-28 20:00:00,350.59999999999854,True,19531.48
2022-09-29 04:00:00,-19.409999999999854,True,19512.07
2022-09-30 00:00:00,-183.20000000000073,True,19328.87
2022-10-07 20:00:00,-452.09000000000015,True,18876.78
2022-10-09 08:00:00,-19.460000000002765,True,18857.319999999996
2022-10-10 04:00:00,-19.43000000000029,True,18837.889999999996
2022-10-10 12:00:00,-19.400000000001455,True,18818.489999999994
2022-10-13 04:00:00,-67.29999999999927,True,18751.189999999995
2022-10-14 08:00:00,-173.0,True,18578.189999999995
2022-10-18 00:00:00,-19.520000000000437,True,18558.669999999995
2022-10-18 20:00:00,-19.360000000000582,True,18539.309999999994
2022-10-21 08:00:00,-24.599999999998545,True,18514.709999999995
2022-10-21 20:00:00,-19.05999999999767,True,18495.649999999998
2022-10-24 08:00:00,-19.38000000000102,True,18476.269999999997
2022-10-25 00:00:00,-19.340000000000146,True,18456.929999999997
2022-11-08 16:00:00,-20.580000000001746,True,18436.349999999995
2022-11-20 04:00:00,-20.0,True,18416.349999999995
2022-11-23 04:00:00,132.29999999999927,True,18548.649999999994
2022-12-16 12:00:00,275.1900000000023,True,18823.839999999997
2022-12-20 12:00:00,-16.959999999999127,True,18806.879999999997
2022-12-27 04:00:00,-44.70000000000073,True,18762.179999999997
2022-12-28 00:00:00,-16.900000000001455,True,18745.279999999995
2022-12-30 00:00:00,-16.5099999999984,True,18728.769999999997
2022-12-30 20:00:00,-16.590000000000146,True,18712.179999999997
2023-01-04 08:00:00,-16.860000000000582,True,18695.319999999996
2023-01-05 12:00:00,-16.81999999999971,True,18678.499999999996
2023-01-05 20:00:00,-16.840000000000146,True,18661.659999999996
2023-01-06 12:00:00,-16.81999999999971,True,18644.839999999997
2023-01-30 20:00:00,5949.5,True,24594.339999999997
2023-01-31 16:00:00,-257.0,True,24337.339999999997
2023-02-01 16:00:00,-23.150000000001455,True,24314.189999999995
2023-02-06 00:00:00,-39.70000000000073,True,24274.489999999994
2023-02-06 08:00:00,-22.890000000003056,True,24251.59999999999
2023-02-06 20:00:00,-23.040000000000873,True,24228.55999999999
2023-02-08 12:00:00,-23.090000000000146,True,24205.46999999999
2023-02-17 00:00:00,216.0,True,24421.46999999999
2023-03-12 20:00:00,2516.6900000000023,True,26938.159999999993
2023-03-13 12:00:00,-358.90000000000146,True,26579.25999999999
2023-03-13 20:00:00,-24.0099999999984,True,26555.249999999993
2023-03-28 08:00:00,-27.110000000000582,True,26528.139999999992
2023-03-29 00:00:00,-162.39999999999782,True,26365.739999999994
2023-03-31 16:00:00,-572.5999999999985,True,25793.139999999996
2023-04-01 20:00:00,-28.389999999999418,True,25764.749999999996
2023-04-02 20:00:00,-28.110000000000582,True,25736.639999999996
2023-04-03 16:00:00,-209.20000000000073,True,25527.439999999995
2023-04-09 16:00:00,-28.06999999999971,True,25499.369999999995
2023-04-17 12:00:00,1425.699999999997,True,26925.069999999992
2023-04-26 08:00:00,-260.630000000001,True,26664.43999999999
2023-04-28 00:00:00,-200.90000000000146,True,26463.53999999999
2023-04-28 08:00:00,-61.0,True,26402.53999999999
2023-04-29 16:00:00,-65.40000000000146,True,26337.13999999999
2023-05-06 20:00:00,-274.0,True,26063.13999999999
2023-05-07 08:00:00,-101.0,True,25962.13999999999
2023-05-07 16:00:00,-106.59999999999854,True,25855.53999999999
2023-05-22 00:00:00,-156.29999999999927,True,25699.23999999999
2023-05-24 04:00:00,-26.639999999999418,True,25672.59999999999
2023-05-27 16:00:00,-26.590000000000146,True,25646.00999999999
2023-05-31 04:00:00,-27.2599999999984,True,25618.749999999993
2023-06-01 12:00:00,-91.39999999999782,True,25527.349999999995
2023-06-02 00:00:00,-26.850000000002183,True,25500.499999999993
2023-06-03 00:00:00,-27.13000000000102,True,25473.36999999999
2023-06-06 12:00:00,-25.989999999997963,True,25447.379999999994
2023-06-07 00:00:00,-27.06999999999971,True,25420.309999999994
2023-06-07 08:00:00,-26.900000000001455,True,25393.409999999993
2023-06-18 00:00:00,-26.400000000001455,True,25367.00999999999
2023-06-18 20:00:00,-94.09999999999854,True,25272.909999999993
2023-06-19 04:00:00,-63.70000000000073,True,25209.209999999992
2023-06-20 12:00:00,-26.669999999998254,True,25182.539999999994
2023-07-03 20:00:00,-186.0,True,24996.539999999994
2023-07-05 16:00:00,-30.400000000001455,True,24966.139999999992
2023-07-07 12:00:00,-30.389999999999418,True,24935.749999999993
2023-07-09 20:00:00,-30.099999999998545,True,24905.649999999994
2023-07-10 20:00:00,-30.200000000000728,True,24875.449999999993
2023-07-11 04:00:00,-64.0,True,24811.449999999993
2023-07-11 16:00:00,-194.09999999999854,True,24617.349999999995
2023-07-12 00:00:00,-42.79999999999927,True,24574.549999999996
2023-07-13 00:00:00,-100.80000000000291,True,24473.749999999993
2023-07-14 00:00:00,-158.90000000000146,True,24314.84999999999
2023-07-15 00:00:00,-193.39999999999782,True,24121.449999999993
2023-07-17 08:00:00,-30.219999999997526,True,24091.229999999996
2023-07-17 20:00:00,-30.159999999999854,True,24061.069999999996
2023-07-20 12:00:00,-30.200000000000728,True,24030.869999999995
2023-07-20 20:00:00,-29.68999999999869,True,24001.179999999997
2023-08-03 20:00:00,-29.2400000000016,True,23971.939999999995
2023-08-05 00:00:00,-80.09999999999854,True,23891.839999999997
2023-08-09 16:00:00,-29.43000000000029,True,23862.409999999996
2023-08-12 12:00:00,-29.419999999998254,True,23832.989999999998
2023-08-12 20:00:00,-29.43000000000029,True,23803.559999999998
2023-08-29 16:00:00,1303.0,True,25106.559999999998
2023-09-01 04:00:00,-143.40000000000146,True,24963.159999999996
2023-09-01 12:00:00,-58.29999999999927,True,24904.859999999997
2023-09-08 04:00:00,-26.2400000000016,True,24878.619999999995
2023-09-08 16:00:00,-25.82999999999811,True,24852.789999999997
2023-09-12 08:00:00,-25.790000000000873,True,24826.999999999996
2023-09-13 04:00:00,-42.5,True,24784.499999999996
2023-09-13 12:00:00,-319.09999999999854,True,24465.399999999998
2023-09-27 08:00:00,-26.56999999999971,True,24438.829999999998
2023-09-27 16:00:00,-462.2999999999993,True,23976.53
2023-09-29 00:00:00,-76.79999999999927,True,23899.73
2023-09-30 08:00:00,-26.959999999999127,True,23872.77
2023-10-01 00:00:00,-60.20000000000073,True,23812.57
2023-10-11 00:00:00,-26.93000000000029,True,23785.64
2023-10-11 08:00:00,-27.0,True,23758.64
2023-10-11 16:00:00,-415.7999999999993,True,23342.84
2023-10-16 12:00:00,-100.20000000000073,True,23242.64
2023-11-14 20:00:00,7252.0,True,30494.64
2023-11-19 16:00:00,-116.0,True,30378.64
2023-11-20 12:00:00,-36.95999999999913,True,30341.68
2023-11-21 20:00:00,-36.979999999995925,True,30304.700000000004
2023-11-23 08:00:00,-37.200000000004366,True,30267.5
2023-11-26 08:00:00,-37.67000000000553,True,30229.829999999994
2023-12-15 20:00:00,-194.5,True,30035.329999999994
2023-12-20 20:00:00,-318.8000000000029,True,29716.52999999999
2023-12-21 08:00:00,-43.68000000000029,True,29672.84999999999
2023-12-25 04:00:00,-174.1999999999971,True,29498.649999999994
2023-12-26 20:00:00,-42.419999999998254,True,29456.229999999996
2023-12-27 04:00:00,-263.8000000000029,True,29192.429999999993
2023-12-29 04:00:00,-138.09999999999854,True,29054.329999999994
2024-01-26 12:00:00,3223.199999999997,False,32277.52999999999
2024-03-05 20:00:00,19726.700000000004,False,52004.229999999996
2024-03-17 04:00:00,-1223.5,False,50780.729999999996
2024-03-17 12:00:00,-1333.699999999997,False,49447.03
2024-03-18 20:00:00,-67.51000000000931,False,49379.51999999999
2024-03-25 20:00:00,-69.74000000000524,False,49309.779999999984
2024-04-02 20:00:00,-1018.5,False,48291.279999999984
2024-04-04 00:00:00,-173.0,False,48118.279999999984
2024-04-07 08:00:00,-69.40000000000873,False,48048.879999999976
2024-04-09 04:00:00,-70.75,False,47978.129999999976
2024-04-09 20:00:00,-69.31999999999243,False,47908.80999999998
2024-04-11 08:00:00,-111.39999999999418,False,47797.40999999999
2024-04-14 04:00:00,-64.77999999999884,False,47732.62999999999
2024-04-24 00:00:00,-69.69999999999709,False,47662.92999999999
2024-04-25 00:00:00,-289.09999999999854,False,47373.829999999994
2024-04-26 00:00:00,-242.6999999999971,False,47131.13
2024-04-28 00:00:00,-63.75,False,47067.38
2024-04-29 16:00:00,-62.98999999999796,False,47004.39
2024-04-30 04:00:00,-215.3000000000029,False,46789.09
2024-05-05 16:00:00,-63.83999999999651,False,46725.25
2024-05-06 00:00:00,-141.90000000000146,False,46583.35
2024-05-06 12:00:00,-331.40000000000146,False,46251.95
2024-05-06 20:00:00,-399.90000000000146,False,45852.049999999996
2024-05-07 12:00:00,-63.19999999999709,False,45788.85
2024-05-09 20:00:00,-63.03000000000611,False,45725.81999999999
2024-05-10 16:00:00,-2382.800000000003,False,43343.01999999999
2024-05-15 08:00:00,-62.45999999999913,False,43280.55999999999
2024-05-16 16:00:00,-64.59000000000378,False,43215.96999999999
2024-05-31 00:00:00,-68.69999999999709,False,43147.26999999999
2024-06-02 20:00:00,-424.40000000000873,False,42722.86999999998
2024-06-03 04:00:00,-630.0,False,42092.86999999998
2024-06-04 16:00:00,-1499.300000000003,False,40593.56999999998
2024-06-12 08:00:00,-67.47999999999593,False,40526.08999999998
2024-06-12 20:00:00,-2214.899999999994,False,38311.18999999999
2024-06-13 04:00:00,-799.1999999999971,False,37511.98999999999
2024-07-25 00:00:00,5915.699999999997,False,43427.68999999999
2024-07-30 20:00:00,-66.19999999999709,False,43361.48999999999
2024-08-14 00:00:00,-241.6999999999971,False,43119.78999999999
2024-08-14 08:00:00,-60.919999999998254,False,43058.869999999995
2024-08-15 00:00:00,-58.849999999998545,False,43000.02
2024-08-19 04:00:00,-306.59999999999854,False,42693.42
2024-08-20 08:00:00,-60.48999999999796,False,42632.93
2024-08-21 16:00:00,-60.48999999999796,False,42572.44
2024-08-22 00:00:00,-418.09999999999854,False,42154.340000000004
2024-08-28 04:00:00,-212.8000000000029,False,41941.54
2024-08-28 12:00:00,-1321.199999999997,False,40620.340000000004
2024-08-29 16:00:00,-59.01000000000204,False,40561.33
2024-08-30 04:00:00,-59.21999999999389,False,40502.11000000001
2024-08-31 08:00:00,-59.10000000000582,False,40443.01
2024-09-16 16:00:00,555.0999999999985,False,40998.11
2024-10-06 12:00:00,-62.61000000000058,False,40935.5
2024-10-12 00:00:00,-533.3000000000029,False,40402.2
2024-10-26 00:00:00,-66.83000000000175,False,40335.369999999995
2024-10-26 12:00:00,-66.97999999999593,False,40268.39
2024-11-01 04:00:00,2296.699999999997,False,42565.09
2024-11-06 04:00:00,-7333.100000000006,False,35231.98999999999
2024-12-01 12:00:00,-638.3000000000029,False,34593.68999999999
2024-12-01 20:00:00,-97.0799999999872,False,34496.61
2024-12-05 20:00:00,-97.27999999999884,False,34399.33
2024-12-10 00:00:00,-97.75999999999476,False,34301.57000000001
2024-12-10 12:00:00,-96.86000000000058,False,34204.71000000001
2024-12-10 20:00:00,-175.0,False,34029.71000000001
2024-12-19 00:00:00,3578.899999999994,False,37608.61
2024-12-19 12:00:00,-101.16000000000349,False,37507.45
2024-12-20 16:00:00,-455.59999999999127,False,37051.850000000006
2024-12-24 16:00:00,-98.13000000000466,False,36953.72
2024-12-27 08:00:00,-3163.399999999994,False,33790.32000000001
2024-12-30 16:00:00,-1818.6000000000058,False,31971.72
2025-01-07 16:00:00,2100.0999999999913,False,34071.81999999999
2025-01-14 00:00:00,1234.0800000000017,False,35305.899999999994
2025-01-16 08:00:00,-98.83999999999651,False,35207.06
2025-01-16 16:00:00,-151.09999999999127,False,35055.96000000001
2025-01-19 20:00:00,-102.18000000000757,False,34953.78
2025-01-27 12:00:00,-99.0,False,34854.78
2025-01-31 16:00:00,-103.60000000000582,False,34751.17999999999
2025-02-01 00:00:00,-104.0,False,34647.17999999999
2025-02-06 16:00:00,-1540.6000000000058,False,33106.57999999999
2025-02-13 04:00:00,-352.90000000000873,False,32753.67999999998
2025-02-13 20:00:00,-95.94000000000233,False,32657.739999999976
2025-02-16 00:00:00,-97.5,False,32560.239999999976
2025-02-20 00:00:00,-97.2100000000064,False,32463.02999999997
2025-02-20 12:00:00,-338.8000000000029,False,32124.229999999967
2025-02-21 00:00:00,-117.09999999999127,False,32007.129999999976
2025-02-21 12:00:00,-449.6999999999971,False,31557.42999999998
2025-02-28 16:00:00,12648.5,False,44205.92999999998
2025-03-07 20:00:00,-637.5999999999913,False,43568.32999999999
2025-03-09 00:00:00,-86.19000000000233,False,43482.139999999985
2025-03-11 20:00:00,2908.7999999999884,False,46390.93999999997
2025-03-14 20:00:00,-187.3000000000029,False,46203.63999999997
2025-03-28 16:00:00,-2128.559999999983,False,44075.07999999999
2025-03-29 16:00:00,-122.19999999999709,False,43952.87999999999
2025-04-01 20:00:00,-333.79999999998836,False,43619.08
2025-04-02 16:00:00,-2181.100000000006,False,41437.979999999996
2025-04-03 04:00:00,-964.0999999999913,False,40473.880000000005
2025-04-10 04:00:00,-856.0,False,39617.880000000005
2025-04-10 12:00:00,-277.5,False,39340.380000000005
2025-04-13 04:00:00,-85.24000000000524,False,39255.14
