datetime,pnl,strategy
2021-01-13 16:00:00,-279.5400000000009,S1
2021-01-13 16:00:00,-279.5400000000009,S5
2021-01-13 16:00:00,-279.5400000000009,S4
2021-01-13 16:00:00,-279.5400000000009,S3
2021-01-13 16:00:00,-279.5400000000009,S2
2021-01-17 04:00:00,-195.54999999999563,S1
2021-01-17 04:00:00,-195.54999999999563,S3
2021-01-17 04:00:00,-195.54999999999563,S5
2021-01-17 04:00:00,-195.54999999999563,S4
2021-01-17 04:00:00,-195.54999999999563,S2
2021-01-21 12:00:00,-2434.770000000004,S3
2021-01-21 12:00:00,-2434.770000000004,S5
2021-01-21 12:00:00,-2434.770000000004,S2
2021-01-21 12:00:00,-2434.770000000004,S4
2021-01-21 12:00:00,-2434.770000000004,S1
2021-01-22 00:00:00,-1597.869999999999,S2
2021-01-22 00:00:00,-1597.869999999999,S4
2021-01-22 00:00:00,-1597.869999999999,S5
2021-01-22 00:00:00,-1597.869999999999,S1
2021-01-22 00:00:00,-1597.869999999999,S3
2021-01-30 20:00:00,-68.4800000000032,S2
2021-01-30 20:00:00,-34.23999999999796,S1
2021-01-30 20:00:00,-85.59999999999854,S5
2021-01-30 20:00:00,-51.36000000000058,S4
2021-01-30 20:00:00,-102.72000000000116,S3
2021-01-31 16:00:00,-725.0900000000038,S3
2021-01-31 16:00:00,-725.0900000000038,S5
2021-01-31 16:00:00,-725.0900000000038,S2
2021-01-31 16:00:00,-725.0900000000038,S1
2021-01-31 16:00:00,-725.0900000000038,S4
2021-02-23 16:00:00,-2246.0399999999936,S3
2021-02-23 16:00:00,-2246.0399999999936,S5
2021-02-23 16:00:00,-2246.0399999999936,S2
2021-02-23 16:00:00,-2246.0399999999936,S1
2021-02-23 16:00:00,-2246.0399999999936,S4
2021-02-24 00:00:00,-3379.459999999999,S3
2021-02-24 00:00:00,-3379.459999999999,S4
2021-02-24 00:00:00,-3379.459999999999,S2
2021-02-24 00:00:00,-3379.459999999999,S5
2021-02-24 00:00:00,-3379.459999999999,S1
2021-02-26 04:00:00,-257.07999999999447,S5
2021-02-26 04:00:00,-257.07999999999447,S4
2021-02-26 04:00:00,-257.07999999999447,S2
2021-02-26 04:00:00,-257.07999999999447,S1
2021-02-26 04:00:00,-257.07999999999447,S3
2021-03-05 16:00:00,-47.48999999999796,S1
2021-03-05 16:00:00,-94.98999999999796,S2
2021-03-05 16:00:00,-118.72999999999593,S5
2021-03-05 16:00:00,-142.47999999999593,S3
2021-03-05 16:00:00,-71.23999999999796,S4
2021-03-06 00:00:00,-525.739999999998,S3
2021-03-06 00:00:00,-525.739999999998,S1
2021-03-06 00:00:00,-525.739999999998,S4
2021-03-06 00:00:00,-525.739999999998,S2
2021-03-06 00:00:00,-525.739999999998,S5
2021-03-07 16:00:00,-126.68999999999505,S4
2021-03-07 16:00:00,-126.68999999999505,S1
2021-03-07 16:00:00,-152.23999999999796,S3
2021-03-07 16:00:00,-126.68999999999505,S2
2021-03-07 16:00:00,-126.8599999999933,S5
2021-03-08 00:00:00,-49.55999999999767,S1
2021-03-08 00:00:00,577.8199999999997,S3
2021-03-08 00:00:00,-74.7699999999968,S4
2021-03-08 00:00:00,-125.19000000000233,S5
2021-03-08 00:00:00,-99.97999999999593,S2
2021-03-22 04:00:00,-199.11999999999534,S1
2021-03-22 04:00:00,-199.11999999999534,S4
2021-03-22 04:00:00,-199.11999999999534,S2
2021-03-22 04:00:00,-199.11999999999534,S3
2021-03-22 04:00:00,-199.11999999999534,S5
2021-03-23 00:00:00,1441.8600000000006,S5
2021-03-23 00:00:00,1441.8600000000006,S1
2021-03-23 00:00:00,1441.8600000000006,S2
2021-03-23 00:00:00,1441.8600000000006,S4
2021-03-23 00:00:00,1441.8600000000006,S3
2021-03-27 20:00:00,807.6200000000026,S3
2021-03-27 20:00:00,807.6200000000026,S1
2021-03-27 20:00:00,807.6200000000026,S5
2021-03-27 20:00:00,807.6200000000026,S2
2021-03-27 20:00:00,807.6200000000026,S4
2021-03-31 04:00:00,-146.99000000000524,S5
2021-03-31 04:00:00,-117.59000000000378,S2
2021-03-31 04:00:00,-98.26000000000204,S4
2021-03-31 04:00:00,-176.38000000000466,S3
2021-03-31 04:00:00,-98.26000000000204,S1
2021-04-08 16:00:00,-1305.0699999999997,S3
2021-04-08 16:00:00,-1305.0699999999997,S4
2021-04-08 16:00:00,-1305.0699999999997,S2
2021-04-08 16:00:00,-1305.0699999999997,S5
2021-04-08 16:00:00,-1305.0699999999997,S1
2021-04-09 12:00:00,-480.01000000000204,S5
2021-04-09 12:00:00,-480.01000000000204,S1
2021-04-09 12:00:00,-480.01000000000204,S3
2021-04-09 12:00:00,-480.01000000000204,S4
2021-04-09 12:00:00,-480.01000000000204,S2
2021-04-10 08:00:00,1328.6500000000015,S4
2021-04-10 08:00:00,1328.6500000000015,S1
2021-04-10 08:00:00,1328.6500000000015,S3
2021-04-10 08:00:00,1328.6500000000015,S5
2021-04-10 08:00:00,1328.6500000000015,S2
2021-04-18 08:00:00,-1367.489999999998,S2
2021-04-18 08:00:00,-1367.489999999998,S4
2021-04-18 08:00:00,-1367.489999999998,S5
2021-04-18 08:00:00,-1367.489999999998,S3
2021-04-18 08:00:00,-1367.489999999998,S1
2021-04-28 16:00:00,-500.5,S2
2021-04-28 16:00:00,-500.5,S3
2021-04-28 16:00:00,-500.5,S4
2021-04-28 16:00:00,-500.5,S5
2021-04-28 16:00:00,-500.5,S1
2021-04-30 20:00:00,-114.28000000000611,S2
2021-04-30 20:00:00,-171.4100000000035,S3
2021-04-30 20:00:00,-85.7100000000064,S4
2021-04-30 20:00:00,-142.85000000000582,S5
2021-04-30 20:00:00,-78.93000000000029,S1
2021-05-11 00:00:00,-55.830000000001746,S1
2021-05-11 00:00:00,-167.4800000000032,S3
2021-05-11 00:00:00,-139.5699999999997,S5
2021-05-11 00:00:00,-83.73999999999796,S4
2021-05-11 00:00:00,-111.66000000000349,S2
2021-05-12 08:00:00,-636.3600000000006,S4
2021-05-12 08:00:00,-636.3600000000006,S5
2021-05-12 08:00:00,-636.3600000000006,S2
2021-05-12 08:00:00,-636.3600000000006,S3
2021-05-12 08:00:00,-636.3600000000006,S1
2021-05-12 16:00:00,931.4099999999962,S1
2021-05-12 16:00:00,931.4099999999962,S5
2021-05-12 16:00:00,931.4099999999962,S4
2021-05-12 16:00:00,931.4099999999962,S2
2021-05-12 16:00:00,931.4099999999962,S3
2021-05-31 20:00:00,-85.28000000000611,S1
2021-05-31 20:00:00,-92.36000000000058,S5
2021-05-31 20:00:00,-85.28000000000611,S4
2021-05-31 20:00:00,-85.28000000000611,S2
2021-05-31 20:00:00,-110.83000000000175,S3
2021-06-01 08:00:00,-108.20999999999913,S1
2021-06-01 08:00:00,-110.12999999999738,S3
2021-06-01 08:00:00,-108.20999999999913,S5
2021-06-01 08:00:00,-108.20999999999913,S2
2021-06-01 08:00:00,-108.20999999999913,S4
2021-06-01 16:00:00,340.38000000000466,S4
2021-06-01 16:00:00,340.38000000000466,S5
2021-06-01 16:00:00,340.38000000000466,S3
2021-06-01 16:00:00,340.38000000000466,S2
2021-06-01 16:00:00,340.38000000000466,S1
2021-06-02 12:00:00,-93.05000000000291,S5
2021-06-02 12:00:00,-111.65000000000146,S3
2021-06-02 12:00:00,-74.44000000000233,S2
2021-06-02 12:00:00,-55.830000000001746,S4
2021-06-02 12:00:00,-37.220000000001164,S1
2021-06-04 00:00:00,-635.3499999999985,S3
2021-06-04 00:00:00,-635.3499999999985,S2
2021-06-04 00:00:00,-635.3499999999985,S1
2021-06-04 00:00:00,-635.3499999999985,S4
2021-06-04 00:00:00,-635.3499999999985,S5
2021-06-04 08:00:00,1314.260000000002,S5
2021-06-04 08:00:00,1314.260000000002,S1
2021-06-04 08:00:00,1314.260000000002,S3
2021-06-04 08:00:00,1314.260000000002,S4
2021-06-04 08:00:00,1314.260000000002,S2
2021-06-04 16:00:00,334.74000000000524,S5
2021-06-04 16:00:00,334.74000000000524,S2
2021-06-04 16:00:00,334.74000000000524,S1
2021-06-04 16:00:00,334.74000000000524,S3
2021-06-04 16:00:00,334.74000000000524,S4
2021-06-07 16:00:00,-342.01000000000204,S1
2021-06-07 16:00:00,-342.01000000000204,S5
2021-06-07 16:00:00,-342.01000000000204,S3
2021-06-07 16:00:00,-342.01000000000204,S2
2021-06-07 16:00:00,-342.01000000000204,S4
2021-06-09 20:00:00,-117.04000000000087,S5
2021-06-09 20:00:00,-117.04000000000087,S3
2021-06-09 20:00:00,-117.04000000000087,S4
2021-06-09 20:00:00,-117.04000000000087,S1
2021-06-09 20:00:00,-117.04000000000087,S2
2021-06-10 20:00:00,-92.22999999999593,S5
2021-06-10 20:00:00,-110.68000000000029,S3
2021-06-10 20:00:00,-36.88999999999942,S1
2021-06-10 20:00:00,-73.79000000000087,S2
2021-06-10 20:00:00,-55.33999999999651,S4
2021-06-11 08:00:00,384.5400000000009,S2
2021-06-11 08:00:00,384.5400000000009,S4
2021-06-11 08:00:00,384.5400000000009,S5
2021-06-11 08:00:00,384.5400000000009,S1
2021-06-11 08:00:00,384.5400000000009,S3
2021-06-12 08:00:00,-106.7300000000032,S3
2021-06-12 08:00:00,-88.94000000000233,S5
2021-06-12 08:00:00,-35.580000000001746,S1
2021-06-12 08:00:00,-53.36000000000058,S4
2021-06-12 08:00:00,-71.15000000000146,S2
2021-06-14 08:00:00,-58.470000000001164,S4
2021-06-14 08:00:00,-97.44000000000233,S5
2021-06-14 08:00:00,-116.93000000000029,S3
2021-06-14 08:00:00,-77.95999999999913,S2
2021-06-14 08:00:00,-38.9800000000032,S1
2021-06-19 20:00:00,-54.16000000000349,S4
2021-06-19 20:00:00,-72.20999999999913,S2
2021-06-19 20:00:00,172.16999999999825,S5
2021-06-19 20:00:00,172.16999999999825,S3
2021-06-19 20:00:00,-36.099999999998545,S1
2021-06-29 20:00:00,-54.36000000000058,S4
2021-06-29 20:00:00,-90.59999999999854,S5
2021-06-29 20:00:00,-108.71999999999389,S3
2021-06-29 20:00:00,-36.229999999995925,S1
2021-06-29 20:00:00,-72.47999999999593,S2
2021-06-30 08:00:00,-113.68000000000029,S1
2021-06-30 08:00:00,-113.68000000000029,S4
2021-06-30 08:00:00,-113.68000000000029,S5
2021-06-30 08:00:00,-113.68000000000029,S2
2021-06-30 08:00:00,-113.68000000000029,S3
2021-06-30 16:00:00,-653.1999999999971,S1
2021-06-30 16:00:00,-653.1999999999971,S5
2021-06-30 16:00:00,-653.1999999999971,S3
2021-06-30 16:00:00,-653.1999999999971,S2
2021-06-30 16:00:00,-653.1999999999971,S4
2021-07-01 12:00:00,-33.34000000000378,S1
2021-07-01 12:00:00,-83.34000000000378,S5
2021-07-01 12:00:00,-66.68000000000029,S2
2021-07-01 12:00:00,-100.01000000000204,S3
2021-07-01 12:00:00,-50.01000000000204,S4
2021-07-02 08:00:00,-443.5500000000029,S4
2021-07-02 08:00:00,-443.5500000000029,S1
2021-07-02 08:00:00,-443.5500000000029,S2
2021-07-02 08:00:00,-443.5500000000029,S5
2021-07-02 08:00:00,-443.5500000000029,S3
2021-07-03 08:00:00,-975.5200000000041,S4
2021-07-03 08:00:00,-975.5200000000041,S2
2021-07-03 08:00:00,-975.5200000000041,S3
2021-07-03 08:00:00,-975.5200000000041,S5
2021-07-03 08:00:00,-975.5200000000041,S1
2021-07-05 08:00:00,-68.69000000000233,S2
2021-07-05 08:00:00,-34.35000000000582,S1
2021-07-05 08:00:00,-85.86000000000058,S5
2021-07-05 08:00:00,-103.04000000000087,S3
2021-07-05 08:00:00,-51.520000000004075,S4
2021-07-05 16:00:00,-66.69999999999709,S2
2021-07-05 16:00:00,-100.05999999999767,S3
2021-07-05 16:00:00,-33.330000000001746,S1
2021-07-05 16:00:00,-50.01000000000204,S4
2021-07-05 16:00:00,-83.37999999999738,S5
2021-07-08 04:00:00,562.9499999999971,S1
2021-07-08 04:00:00,562.9499999999971,S2
2021-07-08 04:00:00,562.9499999999971,S4
2021-07-08 04:00:00,562.9499999999971,S5
2021-07-08 04:00:00,562.9499999999971,S3
2021-07-11 12:00:00,290.51000000000204,S2
2021-07-11 12:00:00,290.51000000000204,S1
2021-07-11 12:00:00,290.51000000000204,S4
2021-07-11 12:00:00,290.51000000000204,S5
2021-07-11 12:00:00,290.51000000000204,S3
2021-07-12 20:00:00,511.73999999999796,S3
2021-07-12 20:00:00,511.73999999999796,S4
2021-07-12 20:00:00,511.73999999999796,S2
2021-07-12 20:00:00,511.73999999999796,S1
2021-07-12 20:00:00,511.73999999999796,S5
2021-07-24 04:00:00,103.62000000000262,S3
2021-07-24 04:00:00,-64.54999999999563,S2
2021-07-24 04:00:00,-30.909999999996217,S1
2021-07-24 04:00:00,86.81000000000495,S5
2021-07-24 04:00:00,-47.729999999995925,S4
2021-08-05 16:00:00,-717.7900000000009,S4
2021-08-05 16:00:00,-717.7900000000009,S1
2021-08-05 16:00:00,-717.7900000000009,S3
2021-08-05 16:00:00,-717.7900000000009,S5
2021-08-05 16:00:00,-717.7900000000009,S2
2021-08-19 16:00:00,-1554.989999999998,S3
2021-08-19 16:00:00,-1554.989999999998,S5
2021-08-19 16:00:00,-1554.989999999998,S1
2021-08-19 16:00:00,-1554.989999999998,S2
2021-08-19 16:00:00,-1554.989999999998,S4
2021-08-20 00:00:00,-46.720000000001164,S1
2021-08-20 00:00:00,93.44000000000233,S2
2021-08-20 00:00:00,70.08000000000175,S4
2021-08-20 00:00:00,140.1600000000035,S3
2021-08-20 00:00:00,116.80000000000291,S5
2021-08-26 12:00:00,-93.83999999999651,S2
2021-08-26 12:00:00,-140.76000000000204,S3
2021-08-26 12:00:00,-46.919999999998254,S1
2021-08-26 12:00:00,-70.37999999999738,S4
2021-08-26 12:00:00,-117.30000000000291,S5
2021-08-26 20:00:00,125.77000000000407,S5
2021-08-26 20:00:00,140.45999999999913,S3
2021-08-26 20:00:00,125.77000000000407,S2
2021-08-26 20:00:00,125.77000000000407,S4
2021-08-26 20:00:00,125.77000000000407,S1
2021-08-30 20:00:00,-626.6300000000047,S1
2021-08-30 20:00:00,-626.6300000000047,S5
2021-08-30 20:00:00,-626.6300000000047,S4
2021-08-30 20:00:00,-626.6300000000047,S2
2021-08-30 20:00:00,-626.6300000000047,S3
2021-09-02 20:00:00,-201.11000000000058,S2
2021-09-02 20:00:00,-201.11000000000058,S5
2021-09-02 20:00:00,-201.11000000000058,S4
2021-09-02 20:00:00,-201.11000000000058,S3
2021-09-02 20:00:00,-201.11000000000058,S1
2021-09-03 04:00:00,-210.73999999999796,S1
2021-09-03 04:00:00,-210.73999999999796,S3
2021-09-03 04:00:00,-210.73999999999796,S5
2021-09-03 04:00:00,-210.73999999999796,S2
2021-09-03 04:00:00,-210.73999999999796,S4
2021-09-03 12:00:00,-850.0699999999997,S1
2021-09-03 12:00:00,-850.0699999999997,S3
2021-09-03 12:00:00,-850.0699999999997,S4
2021-09-03 12:00:00,-850.0699999999997,S2
2021-09-03 12:00:00,-850.0699999999997,S5
2021-09-07 20:00:00,-69.12999999999738,S1
2021-09-07 20:00:00,-93.29000000000087,S2
2021-09-07 20:00:00,-139.9300000000003,S3
2021-09-07 20:00:00,-69.97000000000116,S4
2021-09-07 20:00:00,-116.61000000000058,S5
2021-09-17 20:00:00,-118.81999999999971,S5
2021-09-17 20:00:00,-95.04999999999563,S2
2021-09-17 20:00:00,-142.57999999999447,S3
2021-09-17 20:00:00,-71.29000000000087,S4
2021-09-17 20:00:00,-47.5199999999968,S1
2021-09-20 08:00:00,727.189999999995,S5
2021-09-20 08:00:00,727.189999999995,S2
2021-09-20 08:00:00,727.189999999995,S3
2021-09-20 08:00:00,727.189999999995,S4
2021-09-20 08:00:00,727.189999999995,S1
2021-10-01 04:00:00,-187.3000000000029,S4
2021-10-01 04:00:00,-187.3000000000029,S1
2021-10-01 04:00:00,-187.3000000000029,S2
2021-10-01 04:00:00,-187.3000000000029,S3
2021-10-01 04:00:00,-187.3000000000029,S5
2021-10-27 04:00:00,-393.0699999999997,S1
2021-10-27 04:00:00,-393.0699999999997,S4
2021-10-27 04:00:00,-393.0699999999997,S3
2021-10-27 04:00:00,-393.0699999999997,S5
2021-10-27 04:00:00,-393.0699999999997,S2
2021-10-28 16:00:00,-121.9800000000032,S2
2021-10-28 16:00:00,-182.9800000000032,S3
2021-10-28 16:00:00,-91.4800000000032,S4
2021-10-28 16:00:00,-152.4800000000032,S5
2021-10-28 16:00:00,-60.99000000000524,S1
2021-11-01 20:00:00,-123.19000000000233,S2
2021-11-01 20:00:00,-184.79000000000087,S3
2021-11-01 20:00:00,-153.98999999999796,S5
2021-11-01 20:00:00,-115.08000000000175,S4
2021-11-01 20:00:00,-115.08000000000175,S1
2021-11-02 08:00:00,-459.0900000000038,S1
2021-11-02 08:00:00,-459.0900000000038,S2
2021-11-02 08:00:00,-459.0900000000038,S4
2021-11-02 08:00:00,-459.0900000000038,S5
2021-11-02 08:00:00,-459.0900000000038,S3
2021-11-04 12:00:00,-61.900000000001455,S1
2021-11-04 12:00:00,-123.80000000000291,S2
2021-11-04 12:00:00,-92.84999999999854,S4
2021-11-04 12:00:00,-154.75,S5
2021-11-04 12:00:00,-185.6999999999971,S3
2021-11-06 04:00:00,-91.51000000000204,S4
2021-11-06 04:00:00,-152.51000000000204,S5
2021-11-06 04:00:00,-183.0199999999968,S3
2021-11-06 04:00:00,-61.01000000000204,S1
2021-11-06 04:00:00,-122.01000000000204,S2
2021-11-12 20:00:00,-677.8799999999974,S3
2021-11-12 20:00:00,-677.8799999999974,S5
2021-11-12 20:00:00,-677.8799999999974,S2
2021-11-12 20:00:00,-677.8799999999974,S1
2021-11-12 20:00:00,-677.8799999999974,S4
2021-11-16 08:00:00,-121.88999999999942,S2
2021-11-16 08:00:00,-91.41999999999825,S4
2021-11-16 08:00:00,-182.82999999999447,S3
2021-11-16 08:00:00,-152.36000000000058,S5
2021-11-16 08:00:00,-60.93999999999505,S1
2021-11-17 00:00:00,-150.61000000000058,S5
2021-11-17 00:00:00,-90.37000000000262,S4
2021-11-17 00:00:00,-60.23999999999796,S1
2021-11-17 00:00:00,-120.48999999999796,S2
2021-11-17 00:00:00,-180.72999999999593,S3
2021-11-29 04:00:00,-57.30999999999767,S1
2021-11-29 04:00:00,-85.95999999999913,S4
2021-11-29 04:00:00,143.29999999999563,S5
2021-11-29 04:00:00,171.95999999999913,S3
2021-11-29 04:00:00,114.63999999999942,S2
2021-11-29 16:00:00,-213.2699999999968,S2
2021-11-29 16:00:00,-213.2699999999968,S4
2021-11-29 16:00:00,-213.2699999999968,S5
2021-11-29 16:00:00,-213.2699999999968,S3
2021-11-29 16:00:00,-213.2699999999968,S1
2021-12-03 00:00:00,-136.44000000000233,S2
2021-12-03 00:00:00,-136.44000000000233,S4
2021-12-03 00:00:00,-169.9499999999971,S3
2021-12-03 00:00:00,-141.62000000000262,S5
2021-12-03 00:00:00,-136.44000000000233,S1
2021-12-03 08:00:00,-415.32999999999447,S4
2021-12-03 08:00:00,-415.32999999999447,S2
2021-12-03 08:00:00,-415.32999999999447,S1
2021-12-03 08:00:00,-415.32999999999447,S3
2021-12-03 08:00:00,-415.32999999999447,S5
